gene_ID	length
POLR2B	3735.5
POLR2C	3033
POLR2D	1899
POLR2E	1681
POLR2F	570
POLR2G	922
POLR2H	1345
POLR2I	671.5
POLR2J	916.5
POLR2K	964.666666666667
POLR2L	453
POLR3A	6532
POLR3B	5376
POLR3D	1957
POLR3E	3295.5
POLR3F	1742
POLR3G	3624.25
POLR3H	1014
POLR3K	326
POLRMT	2834
POM121L12	2992
POM121L2	7845
POMC	1259.75
POMGNT1	2484.42857142857
POMGNT2	2931.2
POMK	2484.33333333333
POMP	1393
POMT1	3373.11111111111
POMT2	3857.5
PON1	1517
PON2	1866
PON3	2681
POP1	4547
POP4	1281
POP5	749.666666666667
POP7	890.5
POPDC2	1991
POPDC3	1548
PORCN	1997.11111111111
POSTN	3199.14285714286
POT1	3363.07692307692
POTEA	4892
POU1F1	2682.66666666667
POU2AF1	1733
POU2F1	14721.4
POU2F2	5416.45
POU3F1	2223
POU3F2	4882
POU3F3	2902
POU3F4	2002
POU4F1	1311
POU4F2	2160.5
POU4F3	6018
POU5F1	1517
POU5F2	3500
POU6F1	5396.27272727273
POU6F2	6153.5
PP2D1	2327.5
PPA1	1279
PPA2	1527.5
PPAN	1583
PPARA	2867.66666666667
PPARD	4003.28571428571
PPARG	2725
PPARGC1A	7507.57142857143
PPARGC1B	6203.6
PPAT	3563.5
PPBP	731
PPCDC	2353
PPCS	1141.5
PPDPF	922
PPDPFL	2753
PPEF1	3084
PPEF2	3628
PPFIA1	5378.46153846154
PPFIA2	5278.61538461538
PPFIA3	4612.5
PPFIA4	6596.75
PPFIBP2	4156.86363636364
PPHLN1	3591.5
PPIA	1066
PPIB	1068
PPIC	4256
PPID	1843
PPIE	1239.66666666667
PPIF	1635
PPIG	2617
PPIH	1488
PPIL1	2741
PPIL2	2992.8
PPIL3	1129.33333333333
PPIL4	3932.66666666667
PPIL6	2035.33333333333
PPIP5K1	4389
PPIP5K2	5390
PPL	5501
PPM1A	11651.6666666667
PPM1B	1930
PPM1D	2915
PPM1F	5247
PPM1G	2321
PPM1H	4320.5
PPM1J	1852.8
PPM1K	2307.5
PPM1L	3116.44444444444
PPM1M	2272.33333333333
PPM1N	1975
PPME1	2179
PPOX	1547.91666666667
PPP1CA	1486
PPP1CB	4688
PPP1CC	1666
PPP1R10	4643.5
PPP1R11	1528.33333333333
PPP1R12A	4245.88888888889
PPP1R12B	5631.4347826087
PPP1R12C	2482
PPP1R13B	5219
PPP1R13L	3614
PPP1R14A	831
PPP1R14B	882
PPP1R14C	2387
PPP1R14D	1676.5
PPP1R15B	3364
PPP1R16A	3162.33333333333
PPP1R16B	6965
PPP1R17	1742
PPP1R18	2977.5
PPP1R1A	865
PPP1R1B	2194
PPP1R1C	1232
PPP1R2	3557.5
PPP1R21	3088
PPP1R26	4800
PPP1R27	809
PPP1R2C	889
PPP1R32	1490.5
PPP1R35	1355
PPP1R36	1279.66666666667
PPP1R37	3257
PPP1R3A	7081
PPP1R3B	5347
PPP1R3C	2919
PPP1R3D	3709
PPP1R3E	2378.58333333333
PPP1R3F	2880.5
PPP1R3G	2318
PPP1R42	1636.33333333333
PPP1R7	1799
PPP1R8	2083.5
PPP1R9A	7284.66666666667
PPP1R9B	4562
PPP2CA	5224
PPP2CB	1984
PPP2R1A	2490
PPP2R1B	3320.25
PPP2R2B	2221.64285714286
PPP2R2C	3325.33333333333
PPP2R2D	2042
PPP2R3A	6672.83333333333
PPP2R3B	1584.33333333333
PPP2R3C	1719
PPP2R5A	3160
PPP2R5B	2547
PPP2R5C	4146.07142857143
PPP2R5D	3021
PPP2R5E	6477.71428571429
PPP3CA	4950
PPP3CB	3119.625
PPP3CC	1886.1
PPP3R1	2984
PPP3R2	5673
PPP4C	1434
PPP4R1	4128.875
PPP4R2	3536.4
PPP4R3A	4459
PPP4R3B	4613.7
PPP4R3C	3576
PPP4R4	2558
PPP5C	2056.5
PPP6C	3759.5
PPP6R1	2611
PPP6R2	3489.69565217391
PPP6R3	4859.34615384615
PPRC1	5104
PPT1	2533.5
PPTC7	2568.33333333333
PPWD1	2059
PPY	1030
PQBP1	1010.66666666667
PRAC2	347
PRADC1	1121
PRAF2	1391
PRAG1	5291.25
PRAM1	2676
PRAP1	767.5
PRC1	2842.30769230769
PRCC	2435
PRCD	2586
PRCP	2058.25
PRDM1	5454.16666666667
PRDM10	5799
PRDM11	11543.5
PRDM12	2434
PRDM13	3353
PRDM14	3091
PRDM15	4894.2
PRDM16	12646.2
PRDM2	5168.90909090909
PRDM4	4096
PRDM5	3245.0625
PRDM6	9203
PRDM8	3216.6
PRDX1	1076
PRDX2	1019
PRDX3	1602
PRDX4	1035.33333333333
PRDX5	787.666666666667
PRDX6	1679
PREB	1714
PRELID1	1258
PRELID3A	2791.66666666667
PRELID3B	2581.5
PRELP	1610
PREP	3969
PREPL	5162.33333333333
PREX1	5829.2
PREX2	7081.75
PRF1	3061.5
PRG2	981
PRG3	863
PRG4	4315
PRH2	1197.16666666667
PRICKLE1	5055.4
PRICKLE2	12143.4
PRICKLE3	2584
PRICKLE4	2642
PRIM1	1201
PRIM2	3508
PRIMA1	3769.33333333333
PRIMPOL	2112.21052631579
PRKAA1	2355.4
PRKAA2	8907
PRKAB1	4662.5
PRKAB2	6869.33333333333
PRKACA	2831
PRKACB	4214.14285714286
PRKACG	1607
PRKAG1	1842.5
PRKAG2	2884.11111111111
PRKAG3	2348.42857142857
PRKAR1A	3642.75
PRKAR1B	2473.75
PRKAR2A	1997
PRKAR2B	1839
PRKCA	3585.75
PRKCB	5422.5
PRKCD	2763.33333333333
PRKCE	8710
PRKCG	2435.5
PRKCH	3597.66666666667
PRKCI	4850.33333333333
PRKCQ	2716.375
PRKCSH	2325
PRKCZ	3841
PRKD1	3826.5
PRKD2	3868
PRKD3	5919.5
PRKDC	13352.5
PRKG1	6810
PRKG2	6116.83333333333
PRKN	4014.25
PRKRA	1699
PRKRIP1	2282
PRKX	1253
PRL	1114.5
PRLH	3876
PRLHR	6053
PRLR	1958
PRM1	411
PRM2	697
PRM3	500
PRMT1	3362.33333333333
PRMT2	2720.33333333333
PRMT3	2488.66666666667
PRMT5	2370.25
PRMT6	2835.28571428571
PRMT7	2465.83333333333
PRMT8	2419
PRMT9	4493.2
PRND	1418
PRNP	3052
PROB1	5338
PROC	1599.25
PROCA1	1642.83333333333
PROCR	1484
PRODH	2237.66666666667
PRODH2	1851
PROK1	2885
PROK2	1956.8
PROKR1	4577.5
PROKR2	2313
PROM1	3460.88235294118
PROM2	6280
PROP1	4578
PRORP	2072.5
PROS1	3142
PROSER1	4308.5
PROSER2	4071
PROSER3	2275
PROX1	5318.66666666667
PROX2	4947
PROZ	1195
PRPF18	1767.5
PRPF19	2143
PRPF3	2317
PRPF31	1821.5
PRPF38A	2723
PRPF38B	3831.13333333333
PRPF39	2790.4
PRPF4	3919.5
PRPF40A	7405
PRPF40B	3230.75
PRPF4B	5480.26666666667
PRPF6	3547.33333333333
PRPF8	7274
PRPH	2577
PRPH2	2160
PRPS1	2135
PRPS1L1	1087
PRPS2	2501.5
PRPSAP1	1944.4
PRPSAP2	2036.5
PRR11	3345.66666666667
PRR12	7380
PRR13	1206
PRR14	2067.75
PRR14L	10618.5
PRR15	2098.5
PRR15L	1738.5
PRR16	1999
PRR18	3368
PRR19	1607
PRR20G	1915
PRR22	1649
PRR23B	2291
PRR26	3279
PRR27	1576
PRR29	1690.33333333333
PRR3	2239.6
PRR30	2082
PRR32	2049
PRR36	4550
PRR4	524
PRR5	2052.5
PRR5L	5631.125
PRR7	1363.5
PRR9	6530
PRRC1	4708
PRRC2B	10672.0714285714
PRRC2C	5576.125
PRRG1	4464
PRRG2	1991.5
PRRG3	1346.5
PRRG4	1761.33333333333
PRRT1B	1744
PRRT2	2501
PRRT3	3677.5
PRRT4	4376
PRRX1	4830.66666666667
PRRX2	1301
PRSS12	4880
PRSS16	2676
PRSS21	988
PRSS22	1710
PRSS23	4068
PRSS33	1734
PRSS35	3104
PRSS37	945.5
PRSS38	1251
PRSS41	1901.5
PRSS42P	1910
PRSS45P	1900
PRSS46P	1720
PRSS47	1467
PRSS48	1249
PRSS50	2959
PRSS53	2248.375
PRSS54	1406
PRSS55	4182.33333333333
PRSS56	2242
PRSS57	934
PRSS58	1223
PRSS8	2083.5
PRTFDC1	1492.5
PRUNE1	2954.66666666667
PRUNE2	12420.5625
PRX	4767.66666666667
PRXL2A	2259.25
PRXL2B	1101
PRXL2C	2846
PSAP	2814.25
PSAPL1	1800
PSAT1	2244.33333333333
PSCA	2613
PSD	3846
PSD2	4485
PSD3	12200.1666666667
PSD4	5408
PSEN1	3005.25
PSEN2	2438.66666666667
PSENEN	778
PSIP1	2225.83333333333
PSKH1	3520
PSKH2	3165
PSMA1	1532.75
PSMA2	1496
PSMA3	967
PSMA4	1111
PSMA5	1038.33333333333
PSMA6	971.666666666667
PSMA7	1022
PSMA8	1765
PSMB1	5775
PSMB10	1125
PSMB11	2614.75
PSMB2	1350
PSMB3	723.5
PSMB4	788
PSMB5	1427.5
PSMB6	757.5
PSMB7	1019
PSMB8	1230
PSMB9	873
PSMC1	1836
PSMC2	1661.5
PSMC3	1464.5
PSMC3IP	1856.2
PSMC4	1575
PSMC5	1405.5
PSMC6	1598.5
PSMD1	3232
PSMD10	1554
PSMD11	3447
PSMD12	4469
PSMD13	1494
PSMD14	1589.66666666667
PSMD2	3030
PSMD3	2294
PSMD4	1220.4
PSMD5	4240
PSMD6	1395
PSMD7	2082
PSMD8	1740
PSMD9	1124
PSME1	1326.5
PSME2	1035
PSME3	3082
PSME3IP1	2959.11111111111
PSME4	7037.6
PSMF1	4508.25
PSMG1	1083
PSMG2	1228.5
PSMG3	1789
PSMG4	742
PSORS1C2	821.5
PSPC1	3730.6
PSPH	1885.5
PSPN	2150
PSRC1	1802
PSTK	1611
PSTPIP1	1762.91666666667
PSTPIP2	2336.5
PTAFR	4354
PTAR1	10786.8333333333
PTBP2	3274.45454545455
PTBP3	7344
PTCD1	3136
PTCD2	3203
PTCD3	2639
PTCH1	7591
PTCH2	4344.4
PTCHD1	5308
PTCHD3	3888
PTCRA	1195.5
PTDSS1	2996.5
PTDSS2	2200.25
PTEN	6636.25
PTER	3278.75
PTF1A	1574
PTGDR	5524
PTGDR2	2931
PTGDS	938
PTGER1	1576
PTGER2	2691.66666666667
PTGER3	2496
PTGER4	2385.5
PTGES	1959.33333333333
PTGES2	1987
PTGES3	571
PTGES3L	1032
PTGFR	7838
PTGFRN	6283
PTGIR	2238
PTGIS	2968.33333333333
PTGR2	2530.16666666667
PTGS1	4026.4
PTGS2	4521
PTH	856
PTH1R	2134
PTH2	433
PTH2R	2929.25
PTHLH	1486.5
PTK2	5713.81632653061
PTK2B	4155
PTK6	3305
PTK7	3715.5
PTMA	1972.33333333333
PTMS	1262.33333333333
PTN	5216.5
PTOV1	2265.5
PTP4A1	4484
PTP4A2	3892.33333333333
PTP4A3	2097.5
PTPA	2278.4
PTPDC1	3596.1875
PTPMT1	1332
PTPN1	3816
PTPN11	6080
PTPN12	3095
PTPN13	8205
PTPN14	13272
PTPN2	1732.2
PTPN20	2668
PTPN21	5945.57142857143
PTPN22	3413.1
PTPN23	5278.66666666667
PTPN3	3842.5
PTPN4	10809.25
PTPN5	3243.75
PTPN6	2759.11111111111
PTPN7	2820.77777777778
PTPN9	4311
PTPRA	3096.15384615385
PTPRB	12293
PTPRC	5200.5
PTPRCAP	987
PTPRD	9847.63829787234
PTPRE	4642.125
PTPRF	7829
PTPRG	7192
PTPRH	3442.5
PTPRJ	6915.33333333333
PTPRK	11791.2222222222
PTPRM	5853
PTPRN	3491.75
PTPRO	5898.5
PTPRQ	8298.5
PTPRR	4098.5
PTPRS	6716.11764705882
PTPRT	12325.2142857143
PTPRU	5556
PTPRZ1	6852
PTRH1	1164
PTRH2	1159.25
PTRHD1	588
PTS	1949.25
PTTG1	802
PTTG1IP	2606.5
PTX3	1899
PTX4	2354
PUDP	2288
PUF60	3001.625
PUM1	5324.5
PUM2	6176.35294117647
PUM3	2545.33333333333
PURA	5501
PURB	9400
PURG	4318
PUS1	1863
PUS10	3541.25
PUS3	2088
PUS7	3428.5
PUS7L	3323.33333333333
PUSL1	1283.4
PVALB	1014
PVALEF	3297
PVR	1294
PVRIG	2283
PWP1	2453.5
PWP2	3056.25
PWWP2A	5309.21739130435
PWWP2B	2241.5
PWWP3B	5100
PXDC1	2401
PXDN	6780.75
PXDNL	6358.4
PXK	4092.65384615385
PXMP2	1006
PXMP4	1007
PXN	4927
PXT1	1823.5
PXYLP1	4130
PYCR1	1952.83333333333
PYCR2	1642.66666666667
PYCR3	2558
PYDC1	327
PYDC2	5604.83333333333
PYDC5	553
PYGB	4085
PYGL	2537.5
PYGM	2509
PYGO1	8575.66666666667
PYGO2	3065
PYHIN1	2192.75
PYM1	1725.77777777778
PYROXD1	2139
PYROXD2	2937.69230769231
PYURF	1346
PYY	625.25
QARS1	2585.75
QDPR	1476
QKI	7050
QPCT	1720
QPCTL	3131
QPRT	1304.5
QRFP	410
QRFPR	3689
QRICH1	3342.75
QRSL1	3278
QSER1	7715.66666666667
QSOX1	5166
QSOX2	4419
QTRT1	1317
QTRT2	3624
R3HCC1	1741
R3HCC1L	2689.5
R3HDM1	4624.25925925926
R3HDM2	3843.32
R3HDM4	1407.5
R3HDML	1199
RAB10	3772
RAB11A	4409
RAB11B	1765
RAB11FIP1	8173.33333333333
RAB11FIP2	3574
RAB11FIP4	5243.66666666667
RAB11FIP5	5643.4
RAB12	2025
RAB13	1144
RAB14	3502
RAB15	3359.25
RAB17	1903.75
RAB18	4494.5
RAB19	2983.66666666667
RAB1A	2508.33333333333
RAB1B	2113
RAB20	1644
RAB21	4914
RAB22A	7883
RAB23	4454.8
RAB24	1292.33333333333
RAB25	3071.5
RAB26	1827.2
RAB27B	2320.8
RAB28	1536.25
RAB29	4132.55555555556
RAB2A	2098
RAB2B	1937
RAB30	8384.44444444445
RAB31	4285
RAB32	1680
RAB33A	1273
RAB33B	3705
RAB34	1075
RAB35	1794
RAB36	5051
RAB37	3226.28571428571
RAB38	1460
RAB39A	3216
RAB39B	2951
RAB3A	1532
RAB3B	5213
RAB3C	8897
RAB3D	1899
RAB3GAP1	4975
RAB3GAP2	7664.5
RAB3IL1	2202.25
RAB3IP	3769.3
RAB40B	1931
RAB41	1023
RAB42	2032
RAB43	3404.75
RAB44	3668.5
RAB4A	2559.6
RAB4B	1569
RAB5A	2094.5
RAB5B	3366
RAB5C	1653.75
RAB5IF	1138
RAB6A	3207
RAB6B	5566
RAB7A	1831.66666666667
RAB7B	1873.5
RAB8A	2393
RAB8B	4921.5
RAB9A	1333.5
RAB9B	5435.33333333333
RABAC1	809
RABEP1	3874
RABEP2	2450.66666666667
RABEPK	1303
RABGAP1	4706.63636363636
RABGAP1L	5548.58620689655
RABGEF1	1967.33333333333
RABGGTA	2198.57142857143
RABGGTB	1656.2
RABIF	3580
RABL2B	1340.875
RABL3	1533
RABL6	3081
RAC1	2390
RAC2	949.5
RAC3	2037.66666666667
RACGAP1	3341
RACK1	1384
RAD1	3973
RAD17	2952.26666666667
RAD18	4625.4
RAD21	2725.33333333333
RAD21L1	2239.75
RAD23A	2000.5
RAD23B	3901.75
RAD50	4151.5
RAD51	859
RAD51AP1	2392.25
RAD51AP2	4182
RAD51B	2815.14285714286
RAD51C	1703
RAD51D	2262.4
RAD52	3915
RAD54B	3892.5
RAD54L	2853
RAD54L2	10022.8571428571
RAD9A	2764.76923076923
RAD9B	1831.88888888889
RADIL	4173
RADX	3640.33333333333
RAE1	1698
RAET1G	3155
RAF1	3106.82352941176
RAG1	6606
RAG2	2440
RAI1	9743
RAI14	5436
RAI2	2326
RALA	3031
RALB	2332.33333333333
RALBP1	3853.33333333333
RALGAPA1	8562.6
RALGAPA2	8633.33333333333
RALGAPB	8622.7
RALGDS	4652
RALGPS1	4192.6
RALGPS2	7784.83333333333
RALY	1559
RALYL	2681.11111111111
RAMAC	1208
RAMP1	1121
RAMP2	851
RAMP3	1360
RAN	2540
RANBP1	1244.2
RANBP10	5269.75
RANBP17	4946
RANBP3	3598.53333333333
RANBP3L	3056.33333333333
RANBP6	2854.33333333333
RANBP9	2736.5
RANGAP1	3017
RANGRF	989.5
RAP1A	1420.75
RAP1B	2019
RAP1GAP	3436.71428571429
RAP1GAP2	7044.45454545455
RAP1GDS1	3678.2
RAP2A	2743.75
RAP2B	4984
RAP2C	3828.75
RAPGEF1	5780.46153846154
RAPGEF2	7997.66666666667
RAPGEF3	3109
RAPGEF4	4116.25
RAPGEF5	7386
RAPGEF6	8558.5625
RAPGEFL1	4162.5
RAPH1	7598.25
RAPSN	1513
RARA	3607.57142857143
RARB	3627.33333333333
RARG	3583.85714285714
RARRES1	1715
RARRES2	702
RARS1	2086
RARS2	1752.2
RASA1	4491
RASA2	4228.41666666667
RASA3	4127
RASA4B	3937
RASAL1	3267
RASAL2	11896.3
RASAL3	3185.4
RASD1	1195.5
RASD2	3703
RASEF	5609
RASGEF1A	3314
RASGEF1B	3074
RASGEF1C	3062.66666666667
RASGRF1	5346.5
RASGRF2	8329.5
RASGRP1	5423
RASGRP2	2350.36363636364
RASGRP3	4484.09090909091
RASGRP4	2532
RASL10A	1608
RASL10B	3211
RASL11A	1603
RASL11B	1989
RASL12	3779
RASSF1	2022.25
RASSF10	2786
RASSF2	5429
RASSF3	3536
RASSF4	2183.66666666667
RASSF5	3542
RASSF6	6180
RASSF7	1618.5
RASSF8	4939.83333333333
RASSF9	5230
RAVER1	3578
RAVER2	4276.75
RAX	1308
RAX2	2274.5
RB1	4735
RB1CC1	5781.25
RBAK	6892
RBBP4	2355
RBBP5	4385
RBBP6	6519.5
RBBP7	1999.66666666667
RBBP8	3179.42857142857
RBBP8NL	3187
RBBP9	3545
RBCK1	2734.55555555556
RBFA	1151
RBFOX1	5896
RBFOX2	6915.21212121212
RBFOX3	3142.875
RBIS	882.5
RBKS	1801.44444444444
RBL1	4097.77777777778
RBL2	4767
RBM10	3201.125
RBM11	1009
RBM12B	4579.5
RBM15	5988.33333333333
RBM15B	3130
RBM17	2685
RBM18	3621.25
RBM19	3505
RBM20	10791
RBM22	2351
RBM23	2139.33333333333
RBM24	3105
RBM25	4358
RBM26	5302
RBM27	6477
RBM28	3181.33333333333
RBM3	1321.66666666667
RBM33	9785.88888888889
RBM34	2259
RBM38	2387.33333333333
RBM39	2470
RBM41	10134
RBM42	1660
RBM43	4606
RBM44	3974.75
RBM45	1865.5
RBM46	2665
RBM47	3323.6
RBM48	2149.5
RBM4B	3068.77777777778
RBM5	2999.66666666667
RBM7	3386.33333333333
RBMS1	2624.41666666667
RBMS2	3184.11111111111
RBMS3	3402.22222222222
RBMX	3125.4
RBMX2	1899
RBMXL1	4824
RBMXL2	3127
RBMXL3	2135
RBP1	801
RBP2	979
RBP3	4286
RBP4	932
RBP5	1004
RBP7	752
RBPJ	5317.375
RBPJL	3153
RBPMS	2622.22222222222
RBPMS2	2009
RBSN	6231.6
RBX1	1367
RC3H1	8374.125
RC3H2	8864.75
RCAN1	2106.5
RCAN2	3539
RCBTB1	3907.6
RCBTB2	3008.33333333333
RCC1	2700
RCC1L	2378
RCC2	4028.33333333333
RCCD1	3046.7619047619
RCE1	1361.33333333333
RCHY1	1437.66666666667
RCL1	2940.4
RCN1	2472
RCN2	1854
RCN3	1610.5
RCOR1	5677
RCOR2	2807
RCOR3	4145
RCSD1	3118
RCVRN	2136
RD3	2174
RD3L	1994
RDH10	3977
RDH11	1326
RDH12	2386
RDH13	2271
RDH14	1670
RDH16	1068
RDH5	1843.5
RDH8	1014
RDM1	1067.25
RDX	2679
REC114	888.666666666667
REC8	2929.85714285714
RECK	4052.66666666667
RECQL	3870
RECQL4	3822
RECQL5	3364.71428571429
REELD1	3794.25
REEP1	2808.71428571429
REEP2	2182.5
REEP3	4797.33333333333
REEP4	1539.33333333333
REEP5	2424.5
REG1B	3593
REG4	2128
REL	2473
RELA	2632.5
RELB	2114.5
RELCH	5193.1875
RELL1	3050.2
RELL2	2289.71428571429
RELN	12421.6666666667
RELT	3370.6
REM1	1587
REM2	1886
REN	1704
RENBP	1398.11111111111
REP15	1439
REPIN1	3286.58333333333
REPS1	3866.27272727273
REPS2	7943.72727272727
RER1	1515
RERE	7675.85714285714
RERG	2815.66666666667
RERGL	1044.5
RESF1	6189.77777777778
RESP18	1462
REST	7201.33333333333
RET	5019
RETN	576
RETNLB	1492
RETREG1	3561.66666666667
RETREG2	2809.5
RETREG3	3798
RETSAT	3125
REV1	4892.58823529412
REV3L	10332.125
REX1BD	796
REXO1	4155.5
REXO2	1129.5
REXO4	2120
REXO5	2632.25
RFC1	5363
RFC2	1504.5
RFC3	2894.5
RFC4	1307.25
RFC5	2185
RFESD	2709.33333333333
RFFL	4282.75
RFK	2272.5
RFLNA	2515
RFLNB	3349.5
RFNG	1899
RFPL1	985
RFPL1_1	1148
RFPL4B	2111
RFT1	2178.66666666667
RFTN1	3413
RFTN2	3162.66666666667
RFWD3	4913.75
RFX1	4586.33333333333
RFX2	4042.2
RFX3	8933.13333333333
RFX4	3596.8
RFX5	3492.16666666667
RFX6	3429
RFX8	2030.9
RFXANK	1291.66666666667
RFXAP	2318
RGCC	963
RGL1	4210
RGL2	3294.75
RGL3	2412.66666666667
RGMA	3209
RGMB	4910.5
RGN	1905.5
RGP1	4061
RGR	1803.5
RGS1	2042
RGS10	1107
RGS12	2368
RGS13	1500.25
RGS14	2433.5
RGS16	2921
RGS17	1655
RGS18	4223
RGS19	2007.8
RGS2	1351
RGS20	2112.5
RGS21	989
RGS22	4175.33333333333
RGS3	4391.53846153846
RGS4	1548
RGS5	5947
RGS6	5615
RGS7	2816.75
RGS7BP	3497.5
RGS8	5830.33333333333
RGS9	2442.33333333333
RGS9BP	2872
RGSL1	5577.25
RHAG	1936
RHBDD1	3455.57142857143
RHBDD2	1849
RHBDD3	1797
RHBDF1	6587
RHBDF2	3780.55555555556
RHBDL2	4220
RHBDL3	1470
RHBG	1834
RHCG	2384.66666666667
RHEB	1171
RHEBL1	1559.6
RHEX	1518
RHNO1	1888.5
RHO	4433
RHOA	1546
RHOB	2369
RHOBTB1	3709.2
RHOBTB2	4397.25
RHOBTB3	5337
RHOC	1582.33333333333
RHOD	1131.5
RHOF	3426
RHOG	1343
RHOH	2267.25
RHOJ	4020
RHOQ	2382.75
RHOT1	3311.77777777778
RHOU	4381
RHOV	1852
RHOXF1	858
RHPN1	3752
RHPN2	3543
RIBC1	1445.83333333333
RIBC2	1385
RIC1	6790
RIC3	4132.25
RIC8A	2510.5
RIC8B	3254.61538461538
RICTOR	7726.7
RIDA	1022
RIF1	8618.28571428571
RIIAD1	484
RILP	2224
RILPL1	2013.75
RILPL2	1655
RIMBP2	5697.5
RIMKLA	10552
RIMKLB	3364.61111111111
RIMS1	5248.18
RIMS2	7569.08
RIMS3	7620.2
RIMS4	5399
RIN1	3370
RIN2	4610.54545454545
RIN3	3981.3
RING1	1789
RINL	2526
RINT1	3059
RIOK1	2123
RIOK2	3114
RIOK3	3846
RIOX1	3232
RIOX2	4894
RIPK1	3481.22222222222
RIPK2	2401
RIPK3	1923
RIPK4	3914
RIPOR1	4250.66666666667
RIPOR2	4539.25
RIPOR3	4658.66666666667
RIPPLY1	5332
RIPPLY2	1264.66666666667
RIPPLY3	1038
RIT1	3400.33333333333
RIT2	1861.6
RITA1	1948
RLBP1	2058.71428571429
RLF	5880.75
RLIM	8381
RLN3	1153
RMC1	2020
RMDN1	5452.66666666667
RMDN2	5901
RMI1	3439
RMI2	2246
RMND1	1639.8
RMND5A	6476
RMND5B	1995.125
RNASE10	1738
RNASE11	1914
RNASE12	678
RNASE13	6888
RNASE4	1815.33333333333
RNASE7	1809
RNASE8	774
RNASE9	614
RNASEH1	1981.66666666667
RNASEH2A	1768
RNASEH2B	1801.5
RNASEH2C	1337
RNASEL	4012
RNASET2	1342.5
RND1	1671
RND2	3808
RND3	3025
RNF10	3144.11111111111
RNF103	3221
RNF11	3063
RNF112	6145.25
RNF113A	1299
RNF113B	1038
RNF114	2484
RNF121	2459
RNF122	1867
RNF123	4164.2
RNF125	1782
RNF128	2788.5
RNF13	3005
RNF130	2237
RNF133	2668
RNF135	2651.75
RNF138	3223.2
RNF139	2942
RNF14	3140.85714285714
RNF141	3000.5
RNF144A	2624.92307692308
RNF144B	5154
RNF145	3286.33333333333
RNF146	3481.09090909091
RNF148	3703
RNF149	2174.5
RNF150	10403
RNF151	1048
RNF152	5893.18181818182
RNF157	2993.41666666667
RNF165	5253.5
RNF166	1689.66666666667
RNF167	1612.8
RNF168	1862
RNF169	8146
RNF17	5105.8
RNF170	4169.44444444444
RNF175	1124
RNF180	5185.22222222222
RNF181	1274
RNF182	3845.75
RNF183	1223
RNF185	2915.25
RNF186	1416
RNF19A	2896.4
RNF19B	2786.75
RNF2	3411.25
RNF20	3933
RNF207	2929.28571428571
RNF208	1203
RNF212	1109.5
RNF212B	1862.72727272727
RNF214	2978.66666666667
RNF215	2035.33333333333
RNF216	3110.5
RNF217	11416
RNF220	3115.2
RNF222	3219
RNF223	2264
RNF224	1184
RNF225	2614
RNF227	2860.5
RNF24	7634.16666666667
RNF25	1541
RNF26	2826
RNF31	3415.75
RNF32	1858.25
RNF34	2063
RNF38	5040.41666666667
RNF39	2359
RNF4	3285
RNF40	4306.66666666667
RNF41	3221
RNF43	7037
RNF44	4108
RNF6	2688.85714285714
RNF7	1576
RNF8	2074.6
RNFT1	1720.16666666667
RNFT2	1989
RNGTT	4465
RNH1	1790.71428571429
RNMT	2044
RNPC3	3259.4
RNPEP	2427
RNPEPL1	3071.33333333333
RNPS1	2126.66666666667
RO60	3782.75
ROBO1	7616.72727272727
ROBO2	8948.22222222222
ROBO3	2394.71428571429
ROBO4	4571
ROCK1	6045.5
ROCK2	8132.57142857143
ROGDI	1720.5
ROM1	1871
ROMO1	424.5
ROPN1L	998.5
ROR1	8252
ROR2	3209.25
RORA	11174
RORB	9575
RORC	2331.5
ROS1	7859
RP1	7184
RP1L1	10869
RP2	3804
RPA1	4284.5
RPA2	1697
RPA3	1412
RPA4	2112
RPAIN	1378.44444444444
RPAP1	4686
RPAP2	2192
RPAP3	3275.5
RPE	1563.85714285714
RPE65	2624
RPF1	1278
RPF2	3621.75
RPGRIP1	2946
RPGRIP1L	4753.25
RPH3A	4433.5
RPH3AL	2405
RPIA	2139.33333333333
RPL10	1143
RPL10A	739
RPL10L	1632
RPL11	663
RPL12	735
RPL13	846
RPL13A	1170.66666666667
RPL14	899
RPL15	2046.66666666667
RPL17	700.75
RPL18	753
RPL18A	688.5
RPL19	786
RPL21	729
RPL22	954
RPL22L1	613
RPL23	609
RPL23A	842
RPL24	633
RPL26	587
RPL26L1	890
RPL27	915.5
RPL27A	1754
RPL28	563
RPL29	775
RPL3	1387
RPL30	539.5
RPL31	725
RPL32	572.5
RPL34	493.5
RPL35	516
RPL36	480
RPL36AL	555
RPL36AL_1	320
RPL37	468
RPL37A	606
RPL38	389.8
RPL39	519
RPL39L	762.5
RPL3L	1397
RPL4	1449
RPL5	1028
RPL6	1066.75
RPL7	1133
RPL7A	1008
RPL7L1	4260
RPL8	946.666666666667
RPL9	769.5
RPLP0	1190
RPLP1	531
RPLP2	764
RPN1	2345
RPN2	2526.5
RPP14	1020.41666666667
RPP21	1022.5
RPP25	3297
RPP25L	1037.33333333333
RPP30	2056
RPP38	1347.5
RPP38-DT	590
RPP40	1496.5
RPRD1A	2494.55555555556
RPRD1B	3730
RPRD2	7334.25
RPRM	2871
RPRML	1551
RPS10	716.5
RPS11	629
RPS12	623
RPS13	613
RPS14	685.5
RPS16	621
RPS18	604
RPS19	847
RPS19BP1	914
